Collector,Site,Julian,Year,Date,DateCollector,Location,Number,OldNumber,PIT,PITnew,BurrowNo,Burrow Synonym,Lat,Long,Status,EstimatedAge,KnownAge,Sex,AgeSex,ReproSex,Mass,Clmax,Clmid,BridgeWidth,Thickness,Pltotal,Plmid,TotalLength,Concavity,Plasma,UDBA,BloodT,CaptureTime,Nasal,Nail,Pics,BKA,Nares,Eyes,EyeLids,PerioC,Conjunctive,URTDscarring,DateTrapSet,DateTrapSetJG,Comments,Comments2
Guyer,4,34552,1994,06-Aug-94,06-Aug-94,Conecuh National Forest,133.2,133,,,948,281,31.03808,-86.68786,R,18,,M,M,M,2493,23.9,,18.9,,24.5,,25.5,0,,,,,,,,,,,,,,,,,more than 18,
Guyer,4,34179,1993,29-Jul-93,29-Jul-93,Conecuh National Forest,134,134,,,283,,31.03785,-86.68842,N,10,10,M,JM,J,596,14.3,,11.7,,14.1,,14.5,1,,,,,,,,,,,,,,,,,,
Guyer,4,36321,1999,10-Jun-99,10-Jun-99,Conecuh National Forest,134,134,,,438,677,31.03806,-86.68865,R,15,16,M,M,M,1119,18.1,,14.1,,17.8,,18.2,6,,,,,,,,,,,,,,,,,,
Guyer,4,36770,2000,01-Sep-00,01-Sep-00,Conecuh National Forest,134,134,,,996,"385, 486",31.04087,-86.68507,R,15,17,M,M,M,1332,19.4,,14.9,,19.2,,19.8,7,,,,,,,,,,,,,,,,,,
Guyer,4,37778,2003,06-Jun-03,06-Jun-03,Conecuh National Forest,134,134,,,438,677,31.03806,-86.68865,R,,20,M,M,M,,20.2,,,,20.4,,,,,,,,,,,,,,,,,,,,,
Guyer,4,34182,1993,01-Aug-93,01-Aug-93,Conecuh National Forest,135,135,,,535,302,31.03784,-86.68649,N,13,,F,JF,J,910,17.4,,13.1,,16.2,,17.5,1,,,,,,,,,,,,,,,,,,
Guyer,4,34184,1993,03-Aug-93,03-Aug-93,Conecuh National Forest,136,136,,,289,998,31.04098667,-86.68365798,N,18,,F,F,F,2078,22.7,,18,,22.6,,23.8,5,,,,,,,,,,,,,,,,,,
Guyer,4,36318,1999,07-Jun-99,07-Jun-99,Conecuh National Forest,144,144,,,533.1,Different from 533; redug,31.03847,-86.68665,N,20,,M,M,M,2219,23.7,,18.6,,24.2,,25.2,7,,,,,,,,,,,,,,,,,more than 20,
Guyer,4,36743,2000,05-Aug-00,05-Aug-00,Conecuh National Forest,144,144,,,554,,31.04,-86.68702,R,25,,M,M,M,2210,23.6,,18.9,,24.2,,24.9,6,,,,,,,,,,,,,,,,,more than 25; age estimate by Val Johnson,
Guyer,4,37026,2001,15-May-01,15-May-01,Conecuh National Forest,144,144,,,533.1,Different from 533; redug,31.03847,-86.68665,R,,,M,M,M,2264,23.6,,18.6,,24.2,,24.9,6,,,,,,,,,,,,,,,,,,
Guyer,4,37509,2002,10-Sep-02,10-Sep-02,Conecuh National Forest,144,144,,,554,,31.04,-86.68702,R,,,M,M,M,2207,23.8,,18.8,,24.3,,25.4,7,,,,,,,,,,,,,,,,,,
Guyer,4,37771,2003,30-May-03,30-May-03,Conecuh National Forest,144,144,,,431,326,31.03948,-86.68823,R,,,M,M,M,2370,23.7,,,,24.4,,,,,,,,,,,,,,,,,,,,,
Goessling,4,42886,2017,31-May-17,5312017,Conecuh National Forest,201,201,,,9710,,31.04021,-86.68641,N,1,1,J,J,J,43,5.4,,49,28,5.5,,5.6,0,Y,N,44,13:00,N,N,1760-1763,0.0,0,0,0,0,0,0,NA,NA,Hand-captured; found out walking,993 / 9710
Goessling,4,42890,2017,4-Jun-17,6042017,Conecuh National Forest,204,204,,,9709,,31.03754,-86.68719,N,old,,F,F,F,3312,25.8,,197,112,25.1,,26.8,2,Y,UDB,60,15:05,N,N,1812-1817,55.6,2,0,0,0,0,SEVERE EROSION L NARIS,30-May-17,5302017,"VERY OLD; BRUISED FOREARM, STRESSED IN TRAP, DRILLED, TRANSMITTER EPOXY",BP2 / 9709
Guyer,4,34552,1994,06-Aug-94,06-Aug-94,Conecuh National Forest,206,206,,,647,,NA,NA,N,12,12,F,JF,J,622,15.0,,11.8,,14.9,,15.2,,,,,,,,,,,,,,,,,,,
Guyer,4,36795,2000,26-Sep-00,26-Sep-00,Conecuh National Forest,206,206,,,NA,Unkown burrow ID,NA,NA,R,,18,F,JF,J,,,,,,,,,,,,,,,,,,,,,,,,,,this ID number is in 2000 telemetry only.,
Guyer,4,34554,1994,08-Aug-94,08-Aug-94,Conecuh National Forest,207,207,,,646,,31.03821,-86.68697,N,11,11,M,JM,J,690,15.8,,12.6,,15.6,,15.9,,,,,,,,,,,,,,,,,,,
Guyer,4,35641,1997,30-Jul-97,30-Jul-97,Conecuh National Forest,208,208,,,538,"875, 937",31.03789,-86.68633,N,15,15,F,F,F,,23.4,,17.6,,23.0,,24.1,1,,,,,,,,,,,,,,,,,,
Guyer,4,36046,1998,08-Sep-98,08-Sep-98,Conecuh National Forest,208,208,,,541,203,31.04064,-86.68415,R,16,16,F,F,F,2467,24.1,,18.2,,23.6,,25.0,4,,,,,,,,,,,,,,,,,,
Guyer,4,36304,1999,24-May-99,24-May-99,Conecuh National Forest,208,208,,,541,203,31.04064,-86.68415,R,16,17,F,F,F,2437,24.1,,18.4,,23.6,,25.0,5,,,,,,,,,,,,,,,,,more than 16,
Guyer,4,36725,2000,18-Jul-00,18-Jul-00,Conecuh National Forest,208,208,,,424,720,31.04104,-86.68482,R,18,18,F,F,F,2464,24.6,,18.4,,24.1,,25.6,4,,,,,,,,,,,,,,,,,,
Guyer,4,37493,2002,25-Aug-02,25-Aug-02,Conecuh National Forest,208,208,,,96,,31.04093,-86.68473,R,,20,F,F,F,2670,24.8,,18.8,,24.3,,25.9,5,,,,,,,,,,,,,,,,,,
Guyer,4,37769,2003,28-May-03,28-May-03,Conecuh National Forest,208,208,,,546,,31.04035,-86.68439,R,,21,F,F,F,2976,25.0,,,,24.4,,,,,,,,,,,,,,,,,,,,,
Guyer,4,36046,1998,08-Sep-98,08-Sep-98,Conecuh National Forest,219,219,,,360,,31.03913,-86.68673,N,16,,M,M,M,1678,20.3,,16.2,,20.9,,21.9,6,,,,,,,,,,,,,,,,,more than 16,
Guyer,4,36313,1999,02-Jun-99,02-Jun-99,Conecuh National Forest,219,219,,,318,"903, 9382",31.04053,-86.68373,R,15,,M,M,M,1723,20.3,,16.1,,20.9,,22.0,5,,,,,,,,,,,,,,,,,more than 15,
Guyer,4,36722,2000,15-Jul-00,15-Jul-00,Conecuh National Forest,219,219,,,535,302,31.03784,-86.68649,R,,,M,M,M,1718,20.4,,16.2,,20.9,,22.1,5,,,,,,,,,,,,,,,,,,
Guyer,4,37493,2002,25-Aug-02,25-Aug-02,Conecuh National Forest,219,219,,,462,,31.03787,-86.68797,R,,,M,M,M,1767,20.6,,16.4,,20.6,,22.8,6.5,,,,,,,,,,,,,,,,,ID HAS QUESTION MARK AFTER NUMBER ON DATA SHEET,
Guyer,4,36046,1998,08-Sep-98,08-Sep-98,Conecuh National Forest,220,220,,,542,,31.03732,-86.68645,N,5,5,J,J,J,214,10.5,,8.1,,10.0,,10.5,,,,,,,,,,,,,,,,,,,
Guyer,4,36046,1998,08-Sep-98,08-Sep-98,Conecuh National Forest,221,221,,,534,,31.03821,-86.68397,N,15,,F,JF,J,921,17.1,,12.9,,16.7,,17.7,4,,,,,,,,,,,,,,,,,,
Guyer,4.1,36314,1999,03-Jun-99,03-Jun-99,Conecuh National Forest,221,221,,,818,,31.03634,-86.6851,R,13,,F,JF,J,894,17.2,,13.2,,16.8,,17.7,2,,,,,,,,,,,,,,,,,,
Guyer,4,37018,2001,07-May-01,07-May-01,Conecuh National Forest,221,221,,,264,659,31.03737,-86.68542,R,24,,F,JF,J,1446,19.6,,14.7,,19.3,,20.5,4,,,,,,,,,,,,,,,,,more than 25; age added by Val Johnson; outside of burrow 659 and 694,
Guyer,4,36313,1999,02-Jun-99,02-Jun-99,Conecuh National Forest,230,230,,,538,"875, 937",31.03789,-86.68633,N,18,,F,F,F,4479,29.1,,23,,28.7,,30.6,5,,,,,,,,,,,,,,,,,more than 18,
Guyer,4,36767,2000,29-Aug-00,29-Aug-00,Conecuh National Forest,230,230,,,NA,Unkown burrow ID,NA,NA,R,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,this ID number is in 2000 telemetry only.,
Guyer,4,36313,1999,02-Jun-99,02-Jun-99,Conecuh National Forest,231,231,,,653,357,31.03942,-86.68711,N,,,F,F,F,2419,23.4,,18.5,,23.2,,24.6,4,,,,,,,,,,,,,,,,,,
Guyer,4,36723,2000,16-Jul-00,16-Jul-00,Conecuh National Forest,231,231,,,653,357,31.03942,-86.68711,R,15,,F,F,F,2150,23.5,,18.5,,23.1,,24.7,3,,,,,,,,,,,,,,,,,more than 15,
Guyer,4,37774,2003,02-Jun-03,02-Jun-03,Conecuh National Forest,231,231,,,912,,31.03971,-86.68707,R,,,F,F,F,2588,23.6,,,,23.7,,,,,,,,,,,,,,,,,,,,,
Goessling,4,43617,2019,1-Jun-19,6/1/19,Conecuh National Forest,231,231,43-182781,Y,19.1,4-19-10,31.04001,-86.68701,R,old,,F,F,F,2867,24.8,24.8,19.4,10.1,24,22.2,26.3,8,Y,NO,168,1125,N,N,JG PHONE,,1,0,0,0,0,SEVERE EROSION,5/28/19,5/28/19,,"TRAPPED OVERNIGHT? VERY FOAMY, DYSKER, ANTS IN HOLES ON PLASTRON. TRANSMITTER EPOXY. POSSIBLE NOTCH AT ""70"""
Guyer,4,36314,1999,03-Jun-99,03-Jun-99,Conecuh National Forest,232,232,,,545,813,31.04008,-86.68368,N,9,9,F,JF,J,449,13.7,,10.8,,13.5,,13.8,1,,,,,,,,,,,,,,,,,,
Guyer,4,36314,1999,03-Jun-99,03-Jun-99,Conecuh National Forest,233,233,,,913,540,31.04098,-86.6839,N,12,12,M,M,M,1779,21.2,,16.6,,21.4,,22.2,6,,,,,,,,,,,,,,,,,,
Guyer,4,36731,2000,24-Jul-00,24-Jul-00,Conecuh National Forest,233,233,,,829,,31.04003,-86.68407,R,13,13,M,M,M,1855,21.4,,16.7,,21.8,,22.6,9,,,,,,,,,,,,,,,,,,
Guyer,4,36312,1999,01-Jun-99,01-Jun-99,Conecuh National Forest,240,240,,,440,,31.03735,-86.68727,N,4,4,J,J,J,95,8.0,,6.6,,7.7,,8.1,0.5,,,,,,,,,,,,,,,,,,
Guyer,4,36720,2000,13-Jul-00,13-Jul-00,Conecuh National Forest,240,240,,,440,,31.03735,-86.68727,R,5,5,J,J,J,173,9.8,,7.7,,9.4,,9.9,1,,,,,,,,,,,,,,,,,,
Guyer,4,36330,1999,19-Jun-99,19-Jun-99,Conecuh National Forest,244,244,,,427,,31.03741,-86.68772,N,,,F,F,F,2951,25.4,,19.7,,25.0,,26.3,3,,,,,,,,,,,,,,,,,too old to age,
Guyer,4,36762,2000,24-Aug-00,24-Aug-00,Conecuh National Forest,244,244,,,264,659,31.03737,-86.68542,R,,,F,F,F,2932,25.4,,19.7,,25.0,,26.3,2,,,,,,,,,,,,,,,,,notch and drill hole in pygal; too old to count rings,
Guyer,4,37773,2003,01-Jun-03,01-Jun-03,Conecuh National Forest,244,244,,,478,,31.03719,-86.68826,R,,,F,F,F,3298,25.6,,,,25.2,,,,,,,,,,,,,,,,,,,,,
Guyer,4.1,36340,1999,29-Jun-99,29-Jun-99,Conecuh National Forest,250,250,,,446,,31.03383,-86.68909,N,5,5,J,J,J,150,9.2,,7.5,,9.2,,9.4,0,,,,,,,,,,,,,,,,,missing right eye,
Guyer,4.1,36340,1999,29-Jun-99,29-Jun-99,Conecuh National Forest,251,251,,,468,,31.03479,-86.68849,N,7,7,J,J,J,224,10.4,,8.4,,9.8,,10.2,0,,,,,,,,,,,,,,,,,,
Guyer,4.1,36793,2000,24-Sep-00,24-Sep-00,Conecuh National Forest,251,251,,,561,,31.03413,-86.68916,R,7,7,J,J,J,320,12.2,,10,,11.5,,12.0,0.5,,,,,,,,,,,,,,,,,too small for a transmitter,
Guyer,4.1,37507,2002,08-Sep-02,08-Sep-02,Conecuh National Forest,251,251,,,561,,31.03413,-86.68916,R,10,9,J,J,J,441,13.4,,11,,12.7,,13.3,0,,,,,,,,,,,,,,,,,,
Guyer,4,36341,1999,30-Jun-99,30-Jun-99,Conecuh National Forest,252,252,,,435,,31.03756,-86.68729,N,10,10,J,J,J,426,13.7,,10.7,,13.7,,13.9,0,,,,,,,,,,,,,,,,,,
Guyer,4,36772,2000,03-Sep-00,03-Sep-00,Conecuh National Forest,252,252,,,557,,31.03836,-86.68733,R,11,11,J,J,J,570,14.8,,11.7,,15.0,,15.3,0,,,,,,,,,,,,,,,,,,
Guyer,4,36343,1999,02-Jul-99,02-Jul-99,Conecuh National Forest,253,253,,,228,"563, 884",31.04024,-86.68412,N,15,,M,M,M,1395,19.1,,15.2,,18.8,,19.9,9,,,,,,,,,,,,,,,,,,
Guyer,4,36734,2000,27-Jul-00,27-Jul-00,Conecuh National Forest,253,253,,,913,540,31.04098,-86.6839,R,17,,M,M,M,1322,19.2,,15.1,,18.8,,20.0,6,,,,,,,,,,,,,,,,,,
Guyer,4.1,36343,1999,02-Jul-99,02-Jul-99,Conecuh National Forest,254,254,,,465,,31.03417,-86.68773,N,5,5,J,J,J,217,10.6,,8,,10.5,,10.7,1,,,,,,,,,,,,,,,,,,
Guyer,4.1,36341,1999,30-Jun-99,30-Jun-99,Conecuh National Forest,255,255,,,800,,31.03451,-86.68808,N,16,,F,F,F,2607,23.9,,18.5,,24.0,,25.3,2,,,,,,,,,,,,,,,,,more than 16,
Guyer,4.1,36784,2000,15-Sep-00,15-Sep-00,Conecuh National Forest,255,255,,,800,,31.03451,-86.68808,R,17,,F,F,F,2625,23.9,,18.7,,23.9,,25.3,1,,,,,,,,,,,,,,,,,151.297,
Goessling,4,42558,2016,7-Jul-16,7072016,Conecuh National Forest,255,255,,,3,16-11,31.03943,-86.68414,R,old,,F,F,F,2833.9,24.5,,190,112,23.9,21.9,25.5,2,y,ub,189.00,morning 1040,n,n,1514-1518,,0,0,0,0,0,mod erosion,7-Jul-16,7052016 and 6272016,broken off front left toe nail; stressed in trap; old wire and cement from transmitter,4-16-11
Guyer,4.1,36344,1999,03-Jul-99,03-Jul-99,Conecuh National Forest,256,256,,,471,,31.03417,-86.69077,N,20,,F,F,F,2159,26.0,,20.2,,25.3,,27.0,3,,,,,,,,,,,,,,,,,more than 20,
Guyer,4.1,36800,2000,01-Oct-00,01-Oct-00,Conecuh National Forest,256,256,,,476,,31.03486,-86.69145,R,25,,F,F,F,3034,26.1,,20.3,,25.1,,27.0,4,,,,,,,,,,,,,,,,,more than 25; age added by Val Johnson; 151.257,
Guyer,4.1,37038,2001,27-May-01,27-May-01,Conecuh National Forest,256,256,,,476,,31.03486,-86.69145,R,,,F,F,F,2859,26.1,,20.3,,25.1,,27.0,4,,,,,,,,,,,,,,,,,151.038; x-ray shows five eggs,
Guyer,4.1,37765,2003,24-May-03,24-May-03,Conecuh National Forest,256,256,,,633,,31.03437,-86.69007,R,,,F,F,F,3102,26.4,,,,25.3,,,,,,,,,,,,,,,,,,,,,
Guyer,4.1,36344,1999,03-Jul-99,03-Jul-99,Conecuh National Forest,258.1,258,,,475,,31.03406,-86.6916,N,18,,M,M,M,1637,21.4,,17.2,,22.3,,23.1,8,,,,,,,,,,,,,,,,,more than 18; this entry may have the wrong tortoise ID on it,
Guyer,4.1,36803,2000,04-Oct-00,04-Oct-00,Conecuh National Forest,258.1,258,,,571,,31.03473,-86.69209,R,18,,M,M,M,1831,21.1,,17.2,,22.3,,23.3,6,,,,,,,,,,,,,,,,,more than 18; 151.111; the file marks indicate that it is tort 258 but the paint from last year stated tort 257; assumed paint was error,
Guyer,4.1,36344,1999,03-Jul-99,03-Jul-99,Conecuh National Forest,258.2,258,,,469,,31.03408,-86.68537,N,8,8,J,J,J,774,13.6,,10.9,,13.2,,13.6,2,,,,,,,,,,,,,,,,,this entry may have the wrong tortoise ID on it,
Guyer,4,36344,1999,03-Jul-99,03-Jul-99,Conecuh National Forest,259,259,,,445,"385, 701",31.03841,-86.68403,N,10,10,M,JM,J,467,14.6,,11.2,,14.4,,15.1,0,,,,,,,,,,,,,,,,,,
Guyer,4,37773,2003,01-Jun-03,01-Jun-03,Conecuh National Forest,259,259,,,445,"385, 701",31.03841,-86.68403,R,,14,M,M,M,1207,19.0,,,,18.6,,,,,,,,,,,,,,,,,,,,likely from telemetry data,
Guyer,4.1,36347,1999,06-Jul-99,06-Jul-99,Conecuh National Forest,260,260,,,475,,31.03406,-86.6916,N,18,,F,F,F,2529,25.5,,19.6,,24.8,,26.2,4,,,,,,,,,,,,,,,,,age listed as questionble,
Guyer,4,36754,2000,16-Aug-00,16-Aug-00,Conecuh National Forest,260,260,,,NA,Unkown burrow ID,NA,NA,R,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,this ID number is in 2000 telemetry only.,
Guyer,4.1,37772,2003,31-May-03,31-May-03,Conecuh National Forest,260,260,,,474,,31.03517,-86.69129,R,,,F,F,F,2592,25.7,,,,25.3,,,,,,,,,,,,,,,,,,,,,
Guyer,4.1,36347,1999,06-Jul-99,06-Jul-99,Conecuh National Forest,261,261,,,452,,31.03481,-86.68699,N,10,,M,JM,J,872,14.7,,11.2,,14.5,,14.9,2,,,,,,,,,,,,,,,,,,
Guyer,4.1,36348,1999,07-Jul-99,07-Jul-99,Conecuh National Forest,262,262,,,467,,31.03347,-86.68537,N,19,,M,M,M,1492,20.1,,15.1,,20.0,,20.8,5,,,,,,,,,,,,,,,,,,
Guyer,4,36762,2000,24-Aug-00,24-Aug-00,Conecuh National Forest,262,262,,,534,,31.03821,-86.68397,R,20,,M,M,M,1593,20.5,,16,,20.6,,21.5,5,,,,,,,,,,,,,,,,,toe nails broken on 2 front legs; already hand notches painted numbers; no transmitter when caught; 151.781,
Guyer,4.1,36347,1999,06-Jul-99,06-Jul-99,Conecuh National Forest,263,263,,,473,,31.0337,-86.69007,N,18,,M,M,M,1981,22.4,,17.7,,22.1,,23.3,7,,,,,,,,,,,,,,,,,more than 18,
Guyer,4,36779,2000,10-Sep-00,10-Sep-00,Conecuh National Forest,263,263,,,NA,Unkown burrow ID,NA,NA,R,,,M,M,M,,,,,,,,,,,,,,,,,,,,,,,,,,this ID number is in 2000 telemetry only.,
Guyer,4,36726,2000,19-Jul-00,19-Jul-00,Conecuh National Forest,264,264,,,480,,31.03768,-86.6869,N,5,5,J,J,J,259,10.9,,9.1,,11.3,,11.6,1,,,,,,,,,,,,,,,,,,
Guyer,4,36726,2000,19-Jul-00,19-Jul-00,Conecuh National Forest,265,265,,,481,,31.03789,-86.6887,N,12,12,F,JF,J,587,14.9,,11.8,,14.7,,15.0,0.5,,,,,,,,,,,,,,,,,,
Guyer,4,36746,2000,08-Aug-00,08-Aug-00,Conecuh National Forest,266,266,,,429,725,31.04105,-86.68379,N,3,3,J,J,J,90,8.2,,6.9,,8.1,,8.4,0,,,,,,,,,,,,,,,,,too young for transmitter,
Guyer,4,37504,2002,05-Sep-02,05-Sep-02,Conecuh National Forest,266,266,,,429,725,31.04105,-86.68379,R,6,5,J,J,J,188,10.0,,8.5,,10.0,,10.2,0,,,,,,,,,,,,,,,,,,
Guyer,4.1,36785,2000,16-Sep-00,16-Sep-00,Conecuh National Forest,267,267,,,560,,31.03414,-86.68881,N,4,4,J,J,J,221,10.5,,8.4,,10.4,,10.6,1,,,,,,,,,,,,,,,,,THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Guyer,4.1,36790,2000,21-Sep-00,21-Sep-00,Conecuh National Forest,268,268,,,564,323,31.03441,-86.68838,N,1,1,J,J,J,37,5.5,,4.9,,5.4,,5.6,1,,,,,,,,,,,,,,,,,THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Guyer,4.1,36799,2000,30-Sep-00,30-Sep-00,Conecuh National Forest,270.1,270,,,565,,31.03613,-86.68719,N,0,0,J,J,J,31,5.0,,4.4,,5.0,,5.2,0,,,,,,,,,,,,,,,,,THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Goessling,4,42549,2016,28-Jun-16,6282016,Conecuh National Forest,270.2,270,,,11,16-07,31.04002,-86.68493,N,3,3,J,J,J,83,7.6,,6,3.9,7.4,7.2,7.7,0,y s.c.,ub,70.00,,n,n,1451-1453,,0,0,0,0,0,,28-Jun-16,6272016,,4-16-07
Goessling,4,42549,2016,28-Jun-16,6282016,Conecuh National Forest,271,271,,,17,16-04,31.04065,-86.68613,N,4,4,J,J,J,174.4,9.6,,7.7,4.6,9.4,8.9,9.6,0,y s.c.,ub,50.00,,n,n,1454-1457,,0,0,0,0,0,,28-Jun-16,6272016,lymphy blood,4-16-04
Goessling,4,42887,2017,1-Jun-17,6012017,Conecuh National Forest,271,271,,,18,,31.04037,-86.68616,R,5,5,J,J,J,250,10.9,,8.6,4.8,10.5,,10.9,0.5,Y,UB,57,17:05,N,N,1768-1769,0.0,0,0,0,0,0,0,31-May-17,5312017,,
Goessling,4,43619,2019,3-Jun-19,6/3/19,Conecuh National Forest,271,271,43-182735,Y,18,,31.04037,-86.68614,R,6,7,J,J,J,554.3,14.4,14.3,11,6.2,141,129,14.5,0,Y,UB,85,1504,N,N,CG PHONE,,0,0,0,0,0,MILD ASYM,5/26/19,5/26/19,,
Goessling,4,42550,2016,29-Jun-16,6292016,Conecuh National Forest,272,272,,,225,"4, 16-10",31.03955,-86.68415,N,3,3,J,J,J,131.1,8.7,,70,41,8.7,8.3,8.9,1,y s.c.,ub,54.00,,n,n,1458-1461,,0,0,0,0,0,,29-Jun-16,6272016,lymphy blood sample,4-16-10
Goessling,4,42887,2017,1-Jun-17,6012017,Conecuh National Forest,272,272,,,225,"4, 16-10",31.03955,-86.68415,R,5,4,J,J,J,187,9.8,,79,45,9.7,,10.0,0,Y,UB,33,16:38,N,N,1766-1767,0.0,0,0,0,0,0,0,24-May-17,5242017,,4-16-10
Guyer,4.1,36350,1999,09-Jul-99,09-Jul-99,Conecuh National Forest,273.1,273,,,472,,31.03398,-86.69109,N,14,,F,F,F,2162,22.7,,16.7,,22.8,,23.8,6,,,,,,,,,,,,,,,,,,
Guyer,4.1,36793,2000,24-Sep-00,24-Sep-00,Conecuh National Forest,273.1,273,,,797,,31.03388,-86.68881,R,16,,F,F,F,2407,23.5,,17.7,,23.7,,24.7,4,,,,,,,,,,,,,,,,,THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Guyer,4.1,37774,2003,02-Jun-03,02-Jun-03,Conecuh National Forest,273.1,273,,,457,577,31.03443,-86.68856,R,,,F,F,F,2795,24.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,
Goessling,4,42888,2017,2-Jun-17,6022017,Conecuh National Forest,273.2,273,,,9718,,31.03947,-86.68472,N,2,2,J,J,J,75,7.2,,58,32,6.9,,7.4,0,Y,N,~20 MIN,17:10 (DURING RAIN),N,N,1775-1777,0.0,0,0,0,0,0,0,24-May-17,5242017,,
Guyer,4,36790,2000,21-Sep-00,21-Sep-00,Conecuh National Forest,274.1,274,,,NA,Unkown burrow ID,NA,NA,N,,,J,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,this ID number is in 2000 telemetry only. No record of initial capture,
Goessling,4,42550,2016,29-Jun-16,6292016,Conecuh National Forest,274.2,274,,,14974,"90, 16-03",31.04053316,-86.68561795,N,4,4,J,J,J,164,9.4,,76,44,9.0,8.6,9.4,0,y s.c.,ub,60.00,,n,n,1466-1469,,0,0,0,0,0,,29-Jun-16,6272016,,4-16-03
Goessling,4,42557,2016,6-Jul-16,7062016,Conecuh National Forest,274.2,274,,,20,16-36,31.04019,-86.68604,R,4,4,J,J,J,168.3,,,,,,,,,n,,,morning 1140,,,,,,,,,,,6-Jul-16,7052016,already sampled,4-16-36
Goessling,4,42881,2017,26-May-17,5262017,Conecuh National Forest,274.2,274,,,20,16-36,31.04019,-86.68604,R,5,5,J,J,J,256,10.6,,87,48,10.5,,10.6,0,Y,UB,106,15:20,N,N,1729-1734,4.7,0,0,0,0,0,ASYM NARES,24-May-17,5242017,,4-16-36
Guyer,4,36790,2000,21-Sep-00,21-Sep-00,Conecuh National Forest,275.1,275,,,NA,Unkown burrow ID,NA,NA,N,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,this ID number is in 2000 telemetry only. No record of initial capture,
Goessling,4,42551,2016,30-Jun-16,6302016,Conecuh National Forest,275.2,275,,,948,281,31.03808,-86.68786,N,18,,F,F,F,1967.9,22.1,,16.7,9.6,21.6,19.1,22.9,5,y,udb,30.00,,n,n,1473-1476,,0,0,0,0,0,,30-Jun-16,6282016,,
Goessling,4,43620,2019,4-Jun-19,6/4/19,Conecuh National Forest,275.2,275,43-182674,Y,19.14,4-19-14,31.03927,-86.68857,R,21,,F,F,F,2686.8,24.5,24.4,18.4,10.5,23.9,21,25.4,5,Y,UDB,110,1035,N,N,CG PHONE,,0,0,0,0,0,MILD ASYM,6/1/19,6/1/19,,PROBABLY IN TRAP OVERNIGHT
Guyer,4,36743,2000,05-Aug-00,05-Aug-00,Conecuh National Forest,276.1,276,,,822,16-31,31.03807,-86.68393,N,25,,M,M,M,2012,22.6,,16.8,,21.7,,23.3,6,,,,,,,,,,,,,,,,,more than 25; age added by Val Johnson; THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Guyer,4,37014,2001,03-May-01,03-May-01,Conecuh National Forest,276.1,276,,,541,203,31.04064,-86.68415,R,14,,M,M,M,2237,22.5,,16.9,,21.9,,23.4,5,,,,,,,,,,,,,,,,,more than 14; THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Goessling,4,42551,2016,30-Jun-16,6302016,Conecuh National Forest,276.2,276,,,15,16-02,31.04082,-86.68533,N,5,5,J,J,J,241.4,10.7,,86,48,10.9,10,11.0,0,y s.c.,ub,44.00,,n,n,1477-1482,,0,0,0,0,0,,30-Jun-16,6272016,lymphy sample. Shell very soft,4-16-02
Goessling,4,42890,2017,4-Jun-17,6042017,Conecuh National Forest,276.2,276,,,15,16-02,31.04082,-86.68572,R,7,6,J,J,J,297,11.2,,92,49,11.7,,11.7,0,Y,UB,42,13:29,N,N,1786-1790,0.0,0,0,0,0,0,R NARIS ERODED,24-May-17,5242017,70-60 MARGINAL SCUTE BROKEN,4-16-02 / 15
Goessling,4,42551,2016,30-Jun-16,6302016,Conecuh National Forest,277,277,,,24,16-17,31.03968,-86.68725,N,2,2,J,J,J,67.7,7.0,,59,35,6.8,6.7,7.1,0,y s.c.,ub,57.00,,n,n,1483-1486,,0,0,0,0,0,,30-Jun-16,6282016,extra scute near first vertebral,4-16-17
Guyer,4,36746,2000,08-Aug-00,08-Aug-00,Conecuh National Forest,278.1,278,,,555,,31.03854,-86.68427,N,6,6,J,J,J,223,10.7,,8.6,,10.2,,11.0,0,,,,,,,,,,,,,,,,,THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Goessling,4,42551,2016,30-Jun-16,6302016,Conecuh National Forest,278.2,278,,,31,16-23,31.03819,-86.68626,N,<1,1,J,J,J,33.8,5.3,,45,30,5.0,4.9,5.5,0,y s.c.,n,176.00,afternoon 3:30,n,n,1487-1491,,0,0,0,0,0,,NA,NA,walking near burrow,near 4-16-23
Guyer,4.1,37168,2001,04-Oct-01,04-Oct-01,Conecuh National Forest,279.1,279,,,999,562,31.0361,-86.686,N,12,12,F,JF,J,1117,18.3,,14.4,,18.4,,19.0,1,,,,,,,,,,,,,,,,,THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
